survived,sex,age,sibsp,parch,fare,pclass_1,pclass_2,pclass_3,embarked_C,embarked_Q,embarked_S
1,1,1.3494225311767907,0,0,-0.1074049376158602,1,0,0,1,0,0
0,0,-0.0019787588153828035,0,0,-0.14067394486072518,1,0,0,0,0,1
0,0,2.4874446701175685,0,0,-0.13004054528804052,1,0,0,0,0,1
1,0,-0.5709898282857716,0,0,-0.49350947613617013,0,0,1,0,1,0
1,1,-0.42873706091817443,0,2,-0.32047506490793826,0,0,1,0,0,1
0,0,0.2825267759198116,0,0,-0.49350947613617013,0,0,1,0,1,0
0,0,-0.2864842935505772,0,0,-0.4930261397919572,0,0,1,0,0,1
1,1,0.7092850780226032,0,0,-0.39200884385145307,0,1,0,0,0,1
1,0,0.4247795432874088,1,2,1.6766707093799227,1,0,0,0,0,1
1,1,0.6381586943388046,0,0,1.462069372549378,1,0,0,1,0,0
1,1,-0.8199321711790667,0,0,-0.49350947613617013,0,0,1,0,1,0
0,0,-0.2153579098667786,0,2,3.4456817291992765,1,0,0,1,0,0
1,1,0.8515378453902004,1,0,-0.14067394486072518,0,1,0,0,0,1
0,0,-0.25092110170867793,0,0,-0.5036595393646418,0,0,1,1,0,0
1,0,0.9937906127577976,0,0,-0.4901261217266795,0,0,1,0,0,1
0,0,-0.2864842935505772,0,0,-0.39200884385145307,0,1,0,0,0,1
0,0,-0.7843689793371674,0,0,-0.4856156269624844,0,0,1,0,0,1
1,1,1.0649169964415963,0,0,-0.4938323448141044,0,0,1,0,1,0
1,0,0.567032310655006,1,0,1.0966670963243967,1,0,0,0,0,1
1,0,-0.2153579098667786,0,0,0.8400966980531545,1,0,0,1,0,0
0,0,-0.855495363020966,1,0,-0.3638941353812749,0,0,1,1,0,0
0,0,-0.9977481303885632,2,0,-0.29534157500886543,0,0,1,0,0,1
0,0,-0.6421162119695702,0,0,-0.5036595393646418,0,0,1,1,0,0
0,0,-0.7843689793371674,0,0,-0.4403424782727469,0,1,0,0,0,1
0,0,-0.7132425956533688,0,0,-0.47586769957239783,0,0,1,0,0,1
1,0,0.6381586943388046,0,0,-0.14566777596913322,1,0,0,1,0,0
0,0,-0.0731051424991814,0,0,-0.4403424782727469,0,1,0,0,0,1
0,0,-0.8199321711790667,0,0,-0.49350947613617013,0,0,1,0,1,0
1,1,1.3494225311767907,1,0,1.079348188438559,1,0,0,1,0,0
0,1,-0.2864842935505772,1,1,-0.14067394486072518,0,1,0,0,0,1
0,0,-0.42873706091817443,0,0,-0.45967593204126445,0,0,1,0,0,1
1,0,0.2825267759198116,1,1,-0.3485897733781164,0,0,1,1,0,0
0,1,-0.42873706091817443,0,0,-0.39200884385145307,0,1,0,0,0,1
0,1,-0.7132425956533688,0,0,-0.47586769957239783,0,0,1,0,0,1
0,0,-0.2153579098667786,1,2,-0.1899742519704449,0,0,1,0,0,1
0,0,-0.5709898282857716,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,-0.7843689793371674,0,0,-0.44670705125334287,0,0,1,0,0,1
0,0,-1.566759199858952,4,1,-0.0802569018341079,0,0,1,0,1,0
0,1,-0.42873706091817443,0,0,-0.4722426769908008,0,0,1,0,0,1
1,0,-0.42873706091817443,1,0,0.9471556982963202,1,0,0,0,0,1
0,1,-0.2153579098667786,1,0,-0.23734121370331285,0,1,0,0,0,1
0,0,-1.6378855835427506,4,1,0.12395270359585853,0,0,1,0,0,1
0,1,-0.5709898282857716,3,1,-0.15098447575547558,0,0,1,0,0,1
0,1,-1.1044377059142612,8,2,0.7012979667582132,0,0,1,0,0,1
0,1,-0.7843689793371674,1,0,-0.3320751371690487,0,0,1,0,0,1
0,0,-0.499863444601973,0,0,-0.4403424782727469,0,1,0,0,0,1
0,0,0.211400392236013,0,0,-0.4914949302534906,0,0,1,0,0,1
1,1,1.7761808332795823,0,0,-0.1074049376158602,1,0,0,1,0,0
0,0,0.922664229073999,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,-0.3576106772343758,0,0,-0.5107491168615572,0,0,1,0,1,0
1,1,-0.9266217467047646,1,0,0.45866312196331827,1,0,0,0,0,1
0,0,-0.14423152618298002,0,0,-0.38234211696719433,0,1,0,0,0,1
1,1,2.1318127516985754,1,0,0.8114986532387632,1,0,0,1,0,0
0,0,-0.9266217467047646,1,0,-0.5069616932683045,0,0,1,0,0,1
0,1,-0.14423152618298002,0,0,-0.49069065857672023,0,0,1,0,0,1
1,0,1.633928065911985,0,0,-0.09234031043943136,1,0,0,1,0,0
0,1,-0.5709898282857716,3,1,-0.15098447575547558,0,0,1,0,0,1
1,0,-1.7090119672265491,0,1,-0.40215890707992474,0,0,1,0,0,1
1,1,0.6381586943388046,0,0,0.8878657956244075,1,0,0,1,0,0
1,1,-0.42873706091817443,0,2,-0.3630086631986768,0,1,0,0,0,1
0,0,-0.42873706091817443,0,0,-0.5070428937741324,0,0,1,0,0,1
0,1,-1.9935175019617437,4,2,-0.03868997623179524,0,0,1,0,0,1
1,1,-0.0731051424991814,1,0,-0.14067394486072518,0,1,0,0,0,1
0,0,0.17583720039411369,0,0,-0.45967593204126445,0,0,1,0,0,1
0,0,1.989559984330978,0,0,-0.06914016591721033,1,0,0,1,0,0
1,0,1.633928065911985,1,1,0.9392599157772576,1,0,0,0,0,1
0,0,0.8515378453902004,0,0,0.3593375032275594,1,0,0,0,0,1
0,1,-0.5709898282857716,0,4,-0.15098447575547558,0,0,1,0,0,1
0,0,-0.2864842935505772,0,0,-0.4910115939092776,0,0,1,0,0,1
0,0,-0.6421162119695702,1,0,-0.36381486822082393,0,0,1,1,0,0
1,1,-2.0824254815664918,2,1,-0.27101429013193984,0,0,1,1,0,0
1,0,-0.5709898282857716,0,0,-0.13004054528804052,1,0,0,0,0,1
0,0,-0.4643002527600737,0,0,-0.5035783388588141,0,0,1,1,0,0
1,1,1.0649169964415963,1,1,-0.13584058141859578,0,1,0,0,0,1
0,0,-0.7132425956533688,0,0,-0.48770944000561484,0,0,1,0,0,1
1,0,3.5543404253745474,0,0,-0.06334012978665506,1,0,0,0,0,1
0,0,-0.6421162119695702,0,0,-0.49069065857672023,0,0,1,0,0,1
0,1,0.0691476248684158,1,0,-0.29534157500886543,0,0,1,0,0,1
0,0,-1.7090119672265491,3,1,-0.23589120467067404,0,0,1,0,0,1
0,0,-0.3576106772343758,0,0,-0.49069065857672023,0,0,1,0,0,1
0,0,-0.5709898282857716,0,0,-0.48770944000561484,0,0,1,0,0,1
1,1,-0.5709898282857716,0,0,-0.5031762030204289,0,0,1,0,0,1
0,0,0.7092850780226032,1,5,-0.036514962682837,0,0,1,0,0,1
0,0,0.922664229073999,0,0,-0.49069065857672023,0,0,1,0,0,1
1,1,-0.9977481303885632,0,0,-0.4954428215130219,0,0,1,0,0,1
0,0,0.7448482698645025,0,0,-0.49350947613617013,0,0,1,0,1,0
1,1,0.211400392236013,2,0,-0.1938409427241484,0,0,1,0,1,0
0,0,0.3536531596036102,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,1.1360433801253949,0,0,0.8878657956244075,1,0,0,1,0,0
0,0,-0.3576106772343758,0,0,-0.5070428937741324,0,0,1,0,0,1
0,0,0.1402740085522144,0,0,-0.49350947613617013,0,0,1,0,1,0
0,0,0.4247795432874088,1,2,-0.10684040076581951,0,1,0,0,0,1
1,1,-0.0019787588153828035,0,0,1.1643341845142081,1,0,0,0,0,1
1,1,-0.499863444601973,1,0,1.5466532327866422,1,0,0,1,0,0
0,0,-0.499863444601973,0,0,-0.4403424782727469,0,1,0,0,0,1
1,1,1.7761808332795823,2,0,-0.14647398099128045,1,0,0,0,0,1
1,1,-0.9977481303885632,0,0,1.0290000081345854,1,0,0,0,0,1
0,0,0.3536531596036102,0,0,-0.4403424782727469,0,1,0,0,0,1
0,0,-0.14423152618298002,0,0,-0.4403424782727469,0,1,0,0,0,1
0,1,-0.3576106772343758,0,0,-0.4860177628008696,0,0,1,0,1,0
0,0,0.567032310655006,0,0,-0.643343742842181,1,0,0,0,0,1
0,0,-0.6421162119695702,0,0,-0.5070428937741324,0,0,1,0,0,1
0,0,-0.3931738690762751,0,0,-0.48770944000561484,0,0,1,0,0,1
1,1,1.633928065911985,2,0,0.35192699039808667,1,0,0,0,0,1
0,1,-0.2864842935505772,0,2,-0.37702541718085203,0,0,1,0,0,1
1,1,-0.0019787588153828035,0,0,0.4572943134365073,1,0,0,1,0,0
0,0,-0.7132425956533688,0,0,-0.4914949302534906,0,0,1,0,0,1
0,0,-2.0824254815664918,1,1,-0.37702541718085203,0,0,1,0,0,1
0,0,2.202939135382374,0,0,-0.49350947613617013,0,0,1,0,1,0
0,0,1.2071697638091934,0,0,-0.4930261397919572,0,0,1,0,0,1
1,0,-0.42873706091817443,0,0,-0.4973761668898736,0,0,1,0,0,1
0,0,-0.42873706091817443,1,0,0.5166634832688709,1,0,0,0,0,1
1,1,-1.7801383509103479,4,2,-0.036514962682837,0,0,1,0,0,1
1,1,1.0649169964415963,0,2,-0.06334012978665506,0,1,0,0,0,1
1,1,-1.7090119672265491,0,1,-0.005339768481102466,0,1,0,0,0,1
0,0,0.4247795432874088,0,0,-0.39442552557251775,0,1,0,1,0,0
0,0,-0.499863444601973,1,0,-0.37460873545978735,0,0,1,0,0,1
1,1,-0.5709898282857716,0,0,2.286641175776651,1,0,0,0,0,1
0,0,0.4247795432874088,1,0,0.8810990868054263,1,0,0,0,0,1
0,1,-1.4245064324913548,0,2,-0.17644083433248264,0,0,1,0,0,1
0,0,-0.5709898282857716,0,0,-0.49262400395357203,0,0,1,0,0,1
0,1,0.7804114617064019,0,5,0.12395270359585853,0,0,1,0,0,1
1,1,-0.2864842935505772,0,0,-0.38234211696719433,0,1,0,0,0,1
1,0,0.1402740085522144,0,0,-0.4901261217266795,0,0,1,0,0,1
0,0,-0.9266217467047646,1,0,-0.257318471482322,0,0,1,0,0,1
0,0,0.9937906127577976,1,0,-0.49350947613617013,0,0,1,0,1,0
0,0,1.1360433801253949,0,0,-0.14067394486072518,1,0,0,0,0,1
0,0,0.6381586943388046,0,2,-0.5035783388588141,0,0,1,1,0,0
0,0,1.4205489148605892,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,-0.9266217467047646,0,0,-0.49069065857672023,0,0,1,0,0,1
1,1,-0.7843689793371674,0,2,-0.13519677740810415,1,0,0,0,0,1
1,1,-0.855495363020966,1,0,3.7555003258397703,1,0,0,1,0,0
0,0,0.0691476248684158,0,0,-0.4938323448141044,0,0,1,0,1,0
0,0,-0.9977481303885632,1,3,0.02124373045060914,0,0,1,0,0,1
0,0,1.9184336006471794,0,0,-0.4045755888009894,0,1,0,0,1,0
0,0,-0.0731051424991814,0,0,-0.4930261397919572,0,0,1,0,0,1
0,0,-0.9977481303885632,0,0,-0.48770944000561484,0,0,1,0,0,1
1,0,1.4205489148605892,2,0,1.940572353320187,1,0,0,0,0,1
0,0,-0.2153579098667786,0,0,-0.3526981323039264,0,1,0,1,0,0
0,0,-1.1400008977561604,4,1,0.12395270359585853,0,0,1,0,0,1
1,1,0.3536531596036102,0,0,-0.49407401298621084,0,0,1,0,1,0
0,1,1.9184336006471794,0,0,-0.4403424782727469,0,1,0,0,0,1
0,1,1.2071697638091934,1,0,-0.3630086631986768,0,0,1,0,0,1
0,0,0.9937906127577976,0,0,-0.4937511443082766,0,0,1,0,1,0
0,0,-0.6421162119695702,0,0,-0.4901261217266795,0,0,1,0,0,1
0,1,-1.4956328161751533,2,2,0.02124373045060914,0,0,1,0,0,1
0,0,-0.7132425956533688,0,0,-0.45967593204126445,0,0,1,0,0,1
1,0,-1.9935175019617437,1,1,-0.14067394486072518,0,1,0,0,0,1
1,1,-0.2153579098667786,1,0,-0.17644083433248264,0,0,1,0,1,0
0,1,0.6381586943388046,1,5,-0.03868997623179524,0,0,1,0,0,1
0,0,1.2071697638091934,0,0,-0.353341936314418,0,1,0,0,0,1
0,1,-0.3576106772343758,0,0,-0.4930261397919572,0,0,1,0,0,1
0,0,-0.6776794038114695,0,0,-0.5031762030204289,0,0,1,0,0,1
0,0,1.2071697638091934,0,0,0.014395821125800254,1,0,0,0,0,1
1,1,-0.5709898282857716,0,0,-0.49350947613617013,0,0,1,0,0,1
1,1,-0.0019787588153828035,0,0,-0.04400667601813753,1,0,0,1,0,0
0,0,0.9937906127577976,1,0,-0.49350947613617013,0,0,1,0,1,0
0,0,-0.6421162119695702,0,0,-0.48770944000561484,0,0,1,0,0,1
1,0,0.2825267759198116,0,0,-0.4930261397919572,0,0,1,0,0,1
1,0,-0.9977481303885632,0,0,-0.06914016591721033,1,0,0,1,0,0
0,0,-0.42873706091817443,2,0,-0.034339949133878764,0,1,0,0,0,1
1,1,0.9937906127577976,0,0,-0.1074049376158602,1,0,0,1,0,0
0,0,2.202939135382374,1,3,4.4292711896726065,1,0,0,1,0,0
0,1,0.211400392236013,0,0,-0.49350947613617013,0,0,1,0,1,0
1,0,-0.6421162119695702,0,0,-0.4921406676093591,0,0,1,0,1,0
1,1,0.17583720039411369,0,0,-0.39200884385145307,0,1,0,0,0,1
0,1,-1.9935175019617437,3,2,-0.1039403827005419,0,0,1,0,0,1
0,0,-0.6421162119695702,0,0,0.0333271390559326,1,0,0,0,0,1
0,0,-0.2864842935505772,0,0,-0.4910115939092776,0,0,1,0,1,0
0,0,0.8515378453902004,0,0,-0.13004054528804052,1,0,0,0,0,1
0,1,-1.922391118277945,3,1,-0.23589120467067404,0,0,1,0,0,1
0,0,-0.499863444601973,0,0,-0.49069065857672023,0,0,1,0,0,1
0,1,0.033584433026516494,0,0,-0.49350947613617013,0,0,1,0,1,0
0,0,0.0691476248684158,0,0,-0.4403424782727469,0,1,0,0,0,1
1,1,0.4247795432874088,1,0,-0.30694164726997597,0,0,1,0,0,1
0,0,1.7761808332795823,1,1,1.1643341845142081,1,0,0,0,0,1
0,0,-0.5709898282857716,0,0,-0.4930261397919572,0,0,1,0,0,1
1,0,0.4959059269712074,1,1,0.37271045319924306,1,0,0,0,0,1
1,0,-1.922391118277945,1,1,-0.14067394486072518,0,1,0,0,0,1
1,1,-1.8512647345941464,2,1,0.11066095413000272,0,1,0,0,0,1
1,0,2.1318127516985754,1,1,0.8878657956244075,1,0,0,1,0,0
0,0,-1.1400008977561604,5,2,0.2633952389012912,0,0,1,0,0,1
0,0,1.2071697638091934,0,0,-0.48770944000561484,0,0,1,0,0,1
1,1,-0.499863444601973,0,0,-0.4914949302534906,0,0,1,0,0,1
1,1,0.0691476248684158,0,0,-0.4754655637340127,0,0,1,0,0,1
0,0,-0.42873706091817443,2,0,-0.17644083433248264,0,0,1,0,0,1
1,1,-0.42873706091817443,0,0,0.9643934056763304,1,0,0,1,0,0
0,0,-0.2153579098667786,0,0,-0.49069065857672023,0,0,1,0,0,1
0,0,-1.4956328161751533,0,0,-0.5036595393646418,0,0,1,1,0,0
0,0,0.567032310655006,0,0,-0.04988791265452059,1,0,0,1,0,0
1,1,-0.499863444601973,0,0,-0.49350947613617013,0,0,1,0,1,0
1,1,-0.3576106772343758,0,2,-0.21108058344953548,0,0,1,1,0,0
1,1,2.1318127516985754,0,0,0.8316383120294281,1,0,0,1,0,0
0,0,-0.9266217467047646,1,0,-0.3320751371690487,0,0,1,0,0,1
0,0,0.0691476248684158,0,0,-0.4930261397919572,0,0,1,0,0,1
0,0,-0.855495363020966,0,0,0.7776651091438576,0,1,0,0,0,1
1,1,-0.3576106772343758,1,0,0.4285358009558374,1,0,0,1,0,0
1,1,-1.1400008977561604,1,2,1.6766707093799227,1,0,0,0,0,1
1,1,-1.8512647345941464,0,1,-0.38395259366611184,0,0,1,1,0,0
1,1,-0.9977481303885632,0,0,-0.4938323448141044,0,0,1,0,1,0
0,0,-0.2153579098667786,1,0,-0.17644083433248264,0,0,1,0,1,0
0,0,-0.42873706091817443,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,0.4959059269712074,0,0,-0.49069065857672023,0,0,1,0,0,1
0,0,-0.9266217467047646,1,0,-0.257318471482322,0,0,1,0,0,1
0,0,2.41631828643377,1,0,0.8114986532387632,1,0,0,1,0,0
1,0,-0.7132425956533688,0,0,-0.4901261217266795,0,0,1,0,0,1
0,0,1.4916752985443877,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,0.211400392236013,0,0,-0.49069065857672023,0,0,1,1,0,0
0,0,-0.0731051424991814,0,0,-0.4901261217266795,0,0,1,0,0,1
0,0,0.1402740085522144,0,0,-0.4816677357029531,0,0,1,0,0,1
0,0,1.2071697638091934,0,0,0.3619958531207306,1,0,0,0,0,1
0,1,1.0649169964415963,0,0,-0.4973761668898736,0,0,1,0,0,1
0,1,-0.855495363020966,0,0,-0.4930261397919572,0,0,1,0,0,1
0,1,1.4205489148605892,0,0,-0.08823195151362141,1,0,0,1,0,0
0,0,-1.4245064324913548,4,1,-0.0802569018341079,0,0,1,0,1,0
0,0,-0.14423152618298002,0,0,-0.4403424782727469,0,1,0,0,0,1
0,0,0.0691476248684158,3,0,-0.29534157500886543,0,0,1,0,0,1
0,0,-0.499863444601973,0,0,-0.4914949302534906,0,0,1,0,0,1
1,1,2.3451919027499715,0,0,-0.45798425483651917,0,0,1,0,0,1
1,1,-0.7132425956533688,2,1,-0.19867430616627776,0,1,0,0,0,1
1,1,1.5628016822281865,1,0,0.8698218832222501,1,0,0,1,0,0
1,0,0.4959059269712074,0,0,0.4489151945732318,0,0,1,0,0,1
0,0,-0.3576106772343758,0,0,-0.4968928305456607,0,0,1,0,0,1
1,1,1.278296147492992,1,1,0.8878657956244075,1,0,0,1,0,0
1,0,-2.064643885645542,2,1,0.11066095413000272,0,1,0,0,0,1
0,0,0.922664229073999,0,1,-0.23734121370331285,0,1,0,0,0,1
0,1,-0.2153579098667786,1,0,-0.4901261217266795,0,0,1,0,0,1
0,0,-0.6421162119695702,0,0,-0.47586769957239783,0,0,1,0,0,1
1,1,-0.7843689793371674,0,0,-0.4910115939092776,0,0,1,0,1,0
0,0,-0.3576106772343758,0,0,-0.49069065857672023,0,0,1,0,0,1
0,0,-0.499863444601973,0,0,-0.3524564641318199,0,1,0,1,0,0
0,0,0.17583720039411369,1,0,-0.061971321259844045,0,1,0,1,0,0
0,0,0.2825267759198116,0,0,-0.48770944000561484,0,0,1,0,0,1
1,0,0.1402740085522144,1,0,-0.14067394486072518,0,1,0,0,0,1
1,1,-0.9977481303885632,1,0,-0.3320751371690487,0,0,1,0,0,1
0,0,0.4247795432874088,0,0,-0.39200884385145307,0,1,0,0,0,1
1,0,1.0649169964415963,0,0,-0.13004054528804052,1,0,0,0,0,1
0,0,-0.0019787588153828035,1,2,2.286641175776651,1,0,0,0,0,1
0,0,-0.3576106772343758,0,0,-0.5036595393646418,0,0,1,1,0,0
0,0,-0.0731051424991814,0,0,-0.48770944000561484,0,0,1,0,0,1
0,0,0.211400392236013,0,0,-0.5466764739995933,1,0,0,0,0,1
0,0,-1.6378855835427506,4,1,-0.0802569018341079,0,0,1,0,1,0
0,0,-0.0731051424991814,0,0,-0.49109279441510545,0,0,1,0,0,1
1,1,2.2740655190661725,0,0,0.9033325586392215,1,0,0,1,0,0
0,0,2.3451919027499715,1,0,-0.14067394486072518,0,1,0,0,0,1
0,0,2.202939135382374,0,0,-0.49350947613617013,0,0,1,0,1,0
1,0,0.2825267759198116,1,1,-0.3485897733781164,0,0,1,1,0,0
1,1,-2.064643885645542,1,1,-0.32047506490793826,0,0,1,0,0,1
0,0,0.3536531596036102,0,0,-0.643343742842181,0,1,0,0,0,1
0,0,-0.5709898282857716,0,0,-0.48770944000561484,0,0,1,0,0,1
1,0,0.7092850780226032,0,0,-0.04400667601813753,1,0,0,1,0,0
1,1,-0.7843689793371674,1,0,1.117531759631381,1,0,0,1,0,0
1,1,-0.9266217467047646,4,2,-0.4901261217266795,0,0,1,0,0,1
1,1,0.211400392236013,3,0,-0.3369085006111781,0,0,1,0,0,1
0,1,-1.1044377059142612,1,9,0.7012979667582132,0,0,1,0,0,1
1,1,-1.8512647345941464,0,2,-0.21752442359058238,0,0,1,0,0,1
1,0,-1.4956328161751533,0,2,-0.2465246042433587,0,0,1,0,0,1
1,0,-0.0019787588153828035,0,0,-0.3970838754656889,0,1,0,1,0,0
1,1,-2.123913501169252,1,2,-0.2455579315549328,0,0,1,0,0,1
0,0,1.278296147492992,0,0,-0.49350947613617013,0,0,1,0,1,0
